iter	Passed	Remaining
1660	233704	47697
1661	233867	47561
1662	234029	47425
1663	234175	47285
1664	234328	47147
1665	234496	47011
1666	234656	46874
1667	234829	46740
1668	234993	46604
1669	235162	46469
1670	235311	46330
1671	235455	46189
1672	235591	46048
1673	235719	45904
1674	235845	45761
1675	235969	45617
1676	236121	45478
1677	236261	45337
1678	236404	45197
1679	236557	45058
1680	236701	44918
1681	236851	44779
1682	237014	44642
1683	237154	44501
1684	237319	44365
1685	237488	44229
1686	237639	44090
1687	237782	43950
1688	237941	43812
1689	238080	43671
1690	238224	43531
1691	238383	43393
1692	238546	43256
1693	238682	43114
1694	238834	42976
1695	238987	42837
1696	239124	42695
1697	239280	42557
1698	239422	42416
1699	239580	42278
1700	239735	42140
1701	239886	42001
1702	240039	41862
1703	240194	41723
1704	240343	41584
1705	240486	41443
1706	240639	41304
1707	240770	41162
1708	240911	41021
1709	241038	40877
1710	241187	40738
1711	241329	40597
1712	241489	40459
1713	241653	40322
1714	241792	40181
1715	241939	40041
1716	242096	39902
1717	242238	39762
1718	242381	39621
1719	242521	39480
1720	242654	39337
1721	242786	39195
1722	242930	39055
1723	243093	38917
1724	243228	38775
1725	243370	38634
1726	243501	38492
1727	243670	38355
1728	243801	38212
1729	243940	38071
1730	244073	37929
1731	244219	37789
1732	244369	37649
1733	244505	37507
1734	244648	37367
1735	244784	37225
1736	244922	37083
1737	245058	36942
1738	245202	36801
1739	245320	36657
1740	245458	36515
1741	245594	36373
1742	245723	36231
1743	245855	36088
1744	245980	35945
1745	246102	35801
1746	246230	35659
1747	246377	35519
1748	246507	35376
1749	246646	35235
1750	246768	35091
1751	246915	34951
1752	247064	34811
1753	247216	34672
1754	247376	34534
1755	247529	34394
1756	247680	34255
1757	247815	34113
1758	247954	33972
1759	248101	33832
1760	248251	33692
1761	248382	33549
1762	248519	33408
1763	248658	33267
1764	248797	33126
1765	248935	32984
1766	249078	32843
1767	249212	32702
1768	249358	32561
1769	249501	32421
1770	249626	32278
1771	249768	32137
1772	249900	31995
1773	250069	31857
1774	250207	31716
1775	250366	31577
1776	250517	31438
1777	250657	31296
1778	250804	31156
1779	250928	31013
1780	251062	30871
1781	251205	30731
1782	251349	30590
1783	251514	30452
1784	251663	30312
1785	251809	30171
1786	251946	30030
1787	252070	29887
1788	252203	29745
1789	252339	29604
1790	252487	29463
1791	252639	29324
1792	252780	29183
1793	252912	29041
1794	253054	28900
1795	253226	28762
1796	253375	28622
1797	253524	28482
1798	253675	28342
1799	253810	28201
1800	253957	28060
1801	254122	27922
1802	254273	27782
1803	254411	27641
1804	254549	27499
1805	254690	27358
1806	254840	27218
1807	255001	27079
1808	255175	26942
1809	255326	26802
1810	255486	26663
1811	255622	26521
1812	255760	26380
1813	255900	26238
1814	256048	26098
1815	256192	25957
1816	256325	25815
1817	256476	25675
1818	256632	25536
1819	256789	25396
1820	256945	25257
1821	257081	25115
1822	257225	24974
1823	257364	24833
1824	257524	24694
1825	257654	24551
1826	257791	24410
1827	257932	24269
1828	258080	24128
1829	258228	23988
1830	258377	23848
1831	258521	23707
1832	258658	23565
1833	258811	23425
1834	258956	23284
1835	259136	23147
1836	259284	23006
1837	259414	22864
1838	259549	22722
1839	259705	22583
1840	259833	22440
1841	259980	22300
1842	260136	22160
1843	260295	22020
1844	260437	21879
1845	260583	21738
1846	260728	21598
1847	260879	21457
1848	261045	21318
1849	261205	21178
1850	261374	21039
1851	261559	20902
1852	261714	20762
1853	261892	20623
1854	262050	20483
1855	262220	20344
1856	262396	20206
1857	262574	20067
1858	262747	19928
1859	262919	19789
1860	263093	19650
1861	263259	19511
1862	263443	19372
1863	263610	19233
1864	263786	19094
1865	263985	18957
1866	264162	18818
1867	264348	18679
1868	264536	18541
1869	264712	18402
1870	264877	18262
1871	265050	18123
1872	265231	17984
1873	265426	17846
1874	265603	17706
1875	265818	17570
1876	265963	17428
1877	266106	17287
1878	266257	17145
1879	266430	17006
1880	266593	16865
1881	266741	16724
1882	266895	16583
1883	267065	16443
1884	267216	16302
1885	267358	16160
1886	267506	16019
1887	267649	15877
1888	267800	15736
1889	267967	15596
1890	268103	15453
1891	268250	15312
1892	268394	15170
1893	268523	15028
1894	268672	14886
1895	268817	14745
1896	268967	14603
1897	269120	14462
1898	269274	14321
1899	269409	14179
1900	269567	14038
1901	269706	13896
1902	269842	13754
1903	269986	13612
1904	270137	13471
1905	270274	13329
1906	270428	13188
1907	270572	13046
1908	270696	12903
1909	270834	12761
1910	270987	12620
1911	271129	12478
1912	271271	12336
1913	271418	12195
1914	271566	12053
1915	271700	11911
1916	271837	11769
1917	271979	11627
1918	272161	11487
1919	272355	11348
1920	272528	11207
1921	272690	11066
1922	272839	10924
1923	272981	10783
1924	273141	10641
1925	273398	10504
1926	273783	10371
1927	273969	10231
1928	274143	10090
1929	274337	9950
1930	274488	9808
1931	274639	9666
1932	274796	9524
1933	274963	9383
1934	275147	9242
1935	275316	9101
1936	275491	8960
1937	275679	8819
1938	275818	8677
1939	275962	8534
1940	276114	8392
1941	276274	8251
1942	276456	8110
1943	276613	7968
1944	276791	7826
1945	276948	7685
1946	277158	7544
1947	277301	7402
1948	277452	7260
1949	277595	7117
1950	277741	6975
1951	277887	6833
1952	278030	6690
1953	278164	6548
1954	278315	6406
1955	278461	6263
1956	278596	6121
1957	278719	5978
1958	278860	5836
1959	278999	5693
1960	279140	5551
1961	279276	5409
1962	279394	5266
1963	279530	5123
1964	279678	4981
1965	279801	4838
1966	279922	4696
1967	280064	4553
1968	280192	4411
1969	280327	4268
1970	280467	4126
1971	280591	3984
1972	280718	3841
1973	280846	3699
1974	280966	3556
1975	281106	3414
1976	281242	3271
1977	281384	3129
1978	281505	2987
1979	281639	2844
1980	281769	2702
1981	281913	2560
1982	282036	2417
1983	282158	2275
1984	282298	2133
1985	282423	1990
1986	282562	1848
1987	282682	1706
1988	282808	1564
1989	282937	1421
1990	283063	1279
1991	283187	1137
1992	283310	995
1993	283429	852
1994	283559	710
1995	283689	568
1996	283809	426
1997	283932	284
1998	284067	142
1999	284189	0
