iter	PRAUC	Logloss
865	0.990625347	0.1649435612
866	0.9906492325	0.1648022196
867	0.9906755665	0.16461554
868	0.9907020813	0.1644550343
869	0.9907274999	0.1642723573
870	0.9907452311	0.1641374446
871	0.9907607712	0.1640529765
872	0.990771947	0.1639746785
873	0.9907844819	0.1638844494
874	0.9908093248	0.1637346869
875	0.9908277981	0.1636391563
876	0.990848429	0.1634782214
877	0.9908673216	0.1633500063
878	0.9908913325	0.1631886755
879	0.9909114798	0.1630359198
880	0.9909265494	0.1629498541
881	0.9909488789	0.1628053533
882	0.9909704725	0.1626233555
883	0.9909912472	0.1624569713
884	0.9910102642	0.1623646406
885	0.9910269447	0.1622294237
886	0.9910425186	0.1621510413
887	0.991057743	0.1620372353
888	0.9910713714	0.1619627152
889	0.9910878929	0.1618616769
890	0.9910973848	0.161765062
891	0.9911190829	0.1616421018
892	0.9911471973	0.1614015152
893	0.9911729494	0.1612355183
894	0.9911977298	0.1611057888
895	0.9912233294	0.1609206146
896	0.9912436908	0.1608271196
897	0.9912576576	0.1607493756
898	0.9912724836	0.1606266654
899	0.9912847538	0.1605458686
900	0.9913142429	0.1603881185
901	0.9913247012	0.1603110285
902	0.9913353202	0.1602388984
903	0.9913662392	0.1600400857
904	0.9913864619	0.1599058898
905	0.9914114611	0.1597399874
906	0.9914180471	0.1596409951
907	0.9914330474	0.1595214642
908	0.991454672	0.1594092285
909	0.9914729011	0.1592970811
910	0.991497265	0.1591425588
911	0.99151201	0.1590477248
912	0.9915243209	0.1589862042
913	0.9915498612	0.1588410869
914	0.9915641118	0.1587412338
915	0.9915786654	0.1586594653
916	0.9915964774	0.1585260504
917	0.9916171523	0.1583759401
918	0.9916355847	0.1582475568
919	0.9916465482	0.1581873371
920	0.9916762274	0.1579891944
921	0.9916912302	0.1578488158
922	0.9917020502	0.1577676035
923	0.991715296	0.1576546037
924	0.9917306389	0.1575457591
925	0.9917408756	0.1574691987
926	0.9917611849	0.1573210939
927	0.9917708804	0.1572497126
928	0.9917827563	0.1571564932
929	0.9917984026	0.1570296834
930	0.9918151202	0.1569472659
931	0.9918306951	0.1567803202
932	0.9918465207	0.1566832429
933	0.9918601422	0.1566110852
934	0.9918824701	0.1563638351
935	0.9919046765	0.1561869006
936	0.9919236139	0.1560802968
937	0.9919454447	0.1558637068
938	0.9919741737	0.1556851841
939	0.9919953466	0.1555689329
940	0.9920152482	0.1554066349
941	0.9920357327	0.1552599005
942	0.9920613759	0.1550437497
943	0.9920737306	0.1549691308
944	0.9920843237	0.1549078958
945	0.9921064735	0.1547652439
946	0.9921259025	0.1546267529
947	0.9921469232	0.1544887013
948	0.9921769907	0.1542729628
949	0.9921932413	0.154170328
950	0.9922103734	0.154067187
951	0.9922238054	0.1540127664
952	0.9922399166	0.153930581
953	0.9922490002	0.1538666234
954	0.9922643263	0.1537467712
955	0.9922733087	0.1536467758
956	0.9922883307	0.1535512346
957	0.9922992693	0.1534754108
958	0.9923132406	0.1533944427
959	0.992324901	0.1533147819
960	0.9923457337	0.153161121
961	0.9923572353	0.153081402
962	0.9923744107	0.1529692524
963	0.9923998059	0.1527926439
964	0.9924095023	0.1527170654
965	0.9924275932	0.1526061787
966	0.9924398125	0.1525418421
967	0.9924494362	0.1524893003
968	0.9924658277	0.1523575349
969	0.9924780065	0.1522910513
970	0.9924872818	0.1522159544
971	0.9925055096	0.152034196
972	0.9925210496	0.1519327649
973	0.9925393235	0.1518053535
974	0.9925568858	0.1516813052
975	0.9925757038	0.1515371784
976	0.9925871736	0.1514450524
977	0.9926027593	0.1513139217
978	0.9926184236	0.151183295
979	0.99263302	0.1510650541
980	0.9926438678	0.1509567899
981	0.9926551088	0.1509039005
982	0.9926612685	0.1508606412
983	0.9926754647	0.1507421246
984	0.9926940539	0.1505952988
985	0.9927141865	0.1504479913
986	0.9927286916	0.1503417761
987	0.9927405026	0.1502532056
988	0.9927483716	0.1501770126
989	0.9927655985	0.1500373745
990	0.9927774901	0.1499437229
991	0.9927963424	0.149831209
992	0.992807314	0.1497306038
993	0.9928245473	0.1496199065
994	0.9928305229	0.1495670572
995	0.9928507831	0.1494223364
996	0.9928671133	0.1493096236
997	0.9928898822	0.1491845559
998	0.9929012229	0.149101467
999	0.9929250757	0.1489726246
1000	0.9929364568	0.1488679367
1001	0.9929488667	0.1487598622
1002	0.9929675828	0.1486029462
1003	0.9929760278	0.1485394107
1004	0.9929850871	0.1484899487
1005	0.992999688	0.1483581294
1006	0.9930149949	0.1482261883
1007	0.9930315405	0.1480630039
1008	0.993044493	0.1479395283
1009	0.9930592633	0.1478169959
1010	0.9930706802	0.1477250695
1011	0.9930867165	0.147574682
1012	0.9931026729	0.1474821821
1013	0.9931164802	0.1473682945
1014	0.9931362994	0.1472089984
1015	0.9931545607	0.1470852256
1016	0.9931689349	0.1469886061
1017	0.9931824723	0.1468914972
1018	0.9931999219	0.1467738438
1019	0.9932110296	0.1466970988
1020	0.9932291674	0.1465539859
1021	0.9932404939	0.1464727517
1022	0.993250351	0.1463953307
1023	0.9932693962	0.1462387123
1024	0.9932804065	0.1461315994
1025	0.9932878013	0.1460682733
1026	0.9933023517	0.1459462136
1027	0.9933260076	0.1457711591
1028	0.9933384098	0.1456593434
1029	0.9933464145	0.145579373
1030	0.9933636359	0.1453885864
1031	0.9933783827	0.145270618
1032	0.9933900065	0.14515994
1033	0.9934060508	0.1450503347
1034	0.9934247372	0.1449407585
1035	0.9934338814	0.1448688816
1036	0.9934486572	0.144770163
1037	0.9934687103	0.1446604381
1038	0.9934804276	0.1445879636
1039	0.9934922111	0.1445082927
1040	0.9935063134	0.1444159835
1041	0.9935273373	0.1442590268
1042	0.9935423519	0.1441311974
1043	0.9935519269	0.1440520725
1044	0.9935633708	0.1439470947
1045	0.993572094	0.1438661809
1046	0.9935864442	0.1437494148
1047	0.9936053391	0.1435860203
1048	0.9936190478	0.1434916517
1049	0.9936347956	0.1433543592
1050	0.9936460976	0.1432595682
1051	0.9936547395	0.1432094442
1052	0.9936650688	0.143115398
1053	0.9936712248	0.1430620138
1054	0.9936842614	0.1429214813
1055	0.9936913361	0.1428396001
1056	0.9936993324	0.1427606071
1057	0.9937105706	0.1426853629
1058	0.9937204005	0.1426146919
1059	0.9937306847	0.1425050457
1060	0.9937436784	0.1423925274
1061	0.9937541014	0.1423423536
1062	0.9937621672	0.1422763726
1063	0.993766628	0.1422367528
1064	0.9937777988	0.142112345
1065	0.9937962089	0.1419050767
1066	0.9938114407	0.141790784
1067	0.9938213169	0.1417091621
1068	0.9938316958	0.1415618382
1069	0.9938573757	0.1414626331
1070	0.993866223	0.1413887856
1071	0.9938738173	0.1412962566
1072	0.9938888345	0.141218965
1073	0.9939015674	0.1411353472
1074	0.9939149561	0.1410143388
1075	0.9939399111	0.1408108275
1076	0.9939488338	0.1407322262
1077	0.9939589024	0.140659483
1078	0.9939658209	0.1406051208
1079	0.9939780781	0.1405049083
1080	0.9939887148	0.140434465
1081	0.9939964534	0.1403552426
1082	0.9940127229	0.1402134746
1083	0.9940192367	0.1401568677
1084	0.9940283903	0.1400477672
1085	0.9940371976	0.1399723498
1086	0.9940440699	0.1399067799
1087	0.9940535274	0.1398626759
1088	0.9940610621	0.1397788426
1089	0.994072625	0.1397071577
1090	0.9940816298	0.1396398456
1091	0.9940853941	0.139587193
1092	0.9941008613	0.1394504042
1093	0.9941078331	0.1393983152
1094	0.9941182524	0.1392859963
1095	0.9941266406	0.1392314063
1096	0.994140659	0.139123855
1097	0.9941497751	0.1390710708
1098	0.9941658945	0.1389263274
1099	0.9941748969	0.1388718156
1100	0.9941891091	0.1387717628
1101	0.9941973389	0.1387013921
1102	0.9942066999	0.1386137178
1103	0.994216919	0.1385322352
1104	0.9942344808	0.1384063904
1105	0.9942435072	0.1383276882
1106	0.9942527424	0.1382381766
1107	0.9942705334	0.1380633756
1108	0.9942839717	0.1379338361
1109	0.9942948173	0.1378168017
1110	0.9943051666	0.1377311947
1111	0.9943149438	0.137662849
1112	0.9943301353	0.1375346381
1113	0.9943431932	0.137450137
1114	0.9943509104	0.1373599212
1115	0.9943691952	0.1371735836
1116	0.9943829023	0.1370355984
1117	0.9943939481	0.1369576046
1118	0.9944040148	0.1368734716
1119	0.9944143382	0.1368166151
1120	0.9944275626	0.13668072
1121	0.9944426909	0.1365617528
1122	0.9944520686	0.1364769097
1123	0.9944686519	0.1363352931
1124	0.9944816518	0.136237269
1125	0.9944932282	0.1361114489
1126	0.9945068977	0.1359699138
1127	0.9945195533	0.1358680416
1128	0.9945257014	0.1358100959
1129	0.9945351987	0.1357335255
1130	0.9945508565	0.1355975252
1131	0.994564387	0.1354789117
1132	0.994574594	0.1353797698
1133	0.9945868325	0.1352851228
1134	0.9945990529	0.1352073148
1135	0.9946072353	0.135158111
1136	0.9946179417	0.1350593736
1137	0.9946259485	0.1349697972
1138	0.9946373591	0.1348777343
1139	0.9946497225	0.1347889162
1140	0.9946674777	0.134719441
1141	0.9946729619	0.1346339262
1142	0.9946830056	0.1345373642
1143	0.9946906418	0.1344407517
1144	0.9947008643	0.1343262324
1145	0.9947068969	0.1342593005
1146	0.9947143208	0.1341575254
1147	0.9947253953	0.1340373478
1148	0.9947424406	0.1339280166
1149	0.9947518765	0.1338403174
1150	0.9947700564	0.1337163873
1151	0.9947813049	0.1335291223
1152	0.9947862783	0.1334839813
1153	0.9947966304	0.133356347
1154	0.994807986	0.1332832167
1155	0.9948162279	0.13321277
1156	0.9948273003	0.133132077
1157	0.9948366251	0.1330382841
1158	0.994843364	0.1329976329
1159	0.9948565381	0.1328683429
1160	0.9948650099	0.1327873466
1161	0.9948726376	0.1327232723
1162	0.99488433	0.1326178116
1163	0.9948967449	0.1325077948
1164	0.9949032419	0.1324373015
1165	0.9949072721	0.1323841206
1166	0.9949226768	0.1322231887
1167	0.9949392146	0.1321154973
1168	0.9949588402	0.1319916146
1169	0.9949655884	0.131903714
1170	0.9949711667	0.1318714034
1171	0.9949820501	0.131788704
1172	0.9949899187	0.1316750999
1173	0.9949966394	0.1316095617
1174	0.9950073976	0.1315343534
1175	0.9950191982	0.1314422056
1176	0.9950290318	0.1313613631
1177	0.9950384147	0.1312639422
1178	0.9950475364	0.1311786596
1179	0.9950598819	0.1311256194
1180	0.9950661747	0.1310675286
1181	0.9950737914	0.130999306
1182	0.9950801058	0.1309549238
1183	0.9950822137	0.1309130297
1184	0.9950895602	0.1308078938
1185	0.9951004436	0.1306881093
1186	0.9951102597	0.1305031964
1187	0.9951220689	0.1303485376
1188	0.9951291306	0.1302700386
1189	0.9951414657	0.1301795525
1190	0.9951454447	0.1301527727
1191	0.9951535603	0.1300757372
1192	0.9951594822	0.1300045425
1193	0.9951707736	0.1298715936
1194	0.9951854565	0.1297822016
1195	0.9951934637	0.1297091817
1196	0.9952043127	0.1295911311
1197	0.9952097945	0.1295476392
1198	0.9952159896	0.129500887
1199	0.9952250508	0.1294178822
1200	0.9952306848	0.1293507242
1201	0.9952396425	0.1292772416
1202	0.9952459729	0.1292121406
1203	0.9952533493	0.1291396098
1204	0.9952634421	0.1290661378
1205	0.9952678684	0.1290062397
1206	0.995274401	0.128946874
1207	0.9952812307	0.128864964
1208	0.9952891555	0.1287834916
1209	0.9952988206	0.128657603
1210	0.9953173011	0.1285356117
1211	0.9953256299	0.128448881
1212	0.9953360187	0.1283319867
1213	0.9953446215	0.1282398125
1214	0.9953537521	0.1281185184
1215	0.9953646203	0.1279862678
1216	0.9953760497	0.1278928406
1217	0.9953820628	0.1278017681
1218	0.9953946617	0.1276955584
1219	0.9954042313	0.1276002179
1220	0.9954113023	0.1275108098
1221	0.9954180023	0.1274220747
1222	0.9954237296	0.1273338718
1223	0.9954299643	0.1272494211
1224	0.9954380295	0.1271472348
1225	0.99544268	0.1270967853
1226	0.9954538487	0.1269900086
1227	0.99545952	0.12693399
1228	0.9954641602	0.1268652941
1229	0.9954699968	0.1267732986
1230	0.9954789913	0.1266922009
1231	0.9954851282	0.1266184749
1232	0.9954958678	0.1265109066
1233	0.9955057893	0.1264273697
1234	0.9955079586	0.1263694309
1235	0.9955170941	0.1262668753
1236	0.9955269511	0.1261877237
1237	0.9955332153	0.1261394559
1238	0.9955426417	0.1260522271
1239	0.9955496419	0.1259801514
1240	0.995555615	0.1259066446
1241	0.9955657817	0.1258137537
1242	0.9955725001	0.1257496035
1243	0.9955836064	0.1256625957
1244	0.9955958407	0.1255392425
1245	0.9956044108	0.1254645077
1246	0.9956156242	0.1253536272
1247	0.9956241528	0.1252708625
1248	0.9956344688	0.1252175599
1249	0.9956442324	0.1250500903
1250	0.9956512578	0.124966986
1251	0.9956618521	0.1248969763
1252	0.9956686509	0.1248418451
1253	0.9956775089	0.1247551406
1254	0.9956844832	0.1246725794
1255	0.9956988054	0.1245696929
1256	0.9957054315	0.1244933023
1257	0.9957132105	0.1244211784
1258	0.9957229923	0.1243296098
1259	0.9957320281	0.124229889
1260	0.9957386379	0.1241599832
1261	0.9957437738	0.1240857552
1262	0.9957530077	0.1240125181
1263	0.9957622799	0.1239000721
1264	0.9957689357	0.1238491865
1265	0.9957761403	0.1237716004
1266	0.9957823309	0.1236938582
1267	0.9957848889	0.1236548457
1268	0.9957883724	0.1236112096
1269	0.9957989691	0.1234975397
1270	0.9958049336	0.1234336781
1271	0.9958142367	0.1233506398
1272	0.9958208148	0.1232785641
1273	0.995827392	0.1231828493
1274	0.9958372927	0.1230831569
1275	0.9958490836	0.1230141343
1276	0.9958600232	0.1229276621
1277	0.9958662339	0.1228619676
1278	0.9958732385	0.1228048306
1279	0.9958802156	0.1227240317
1280	0.9958844422	0.1226399824
1281	0.9958915932	0.1225364258
1282	0.9958968036	0.122476847
1283	0.9959028249	0.1224161569
1284	0.9959099504	0.1223586062
1285	0.9959174771	0.1222833854
1286	0.9959259477	0.1221573953
1287	0.995931288	0.1221004135
1288	0.9959429244	0.1219958851
1289	0.9959465745	0.12194724
1290	0.9959577147	0.1218986133
1291	0.9959643175	0.1218311049
1292	0.9959731871	0.1217244709
1293	0.9959814952	0.1216452925
1294	0.9959940806	0.1215572116
1295	0.9959989873	0.1214969827
1296	0.9960042099	0.1214518861
1297	0.9960088127	0.1213986076
1298	0.9960136993	0.1213340342
1299	0.9960244552	0.1212490048
1300	0.9960288392	0.1212198736
1301	0.9960341177	0.1211597443
1302	0.9960418115	0.1211067434
1303	0.9960469558	0.1210416463
1304	0.9960565959	0.1209314538
1305	0.9960656279	0.12081751
1306	0.9960768548	0.1207229303
1307	0.996082368	0.1206349064
1308	0.9960888602	0.1205739944
1309	0.9960932225	0.1205158884
1310	0.9961013273	0.1203905018
1311	0.9961071789	0.1202960013
1312	0.9961131255	0.1202102144
1313	0.9961193432	0.1201165496
1314	0.9961257516	0.1200158541
1315	0.9961323066	0.1199300932
1316	0.9961446004	0.1197944402
1317	0.9961514176	0.1197195604
1318	0.99615657	0.1196656556
1319	0.9961621439	0.1195534712
1320	0.9961702672	0.1194594388
1321	0.9961761374	0.1193862159
1322	0.9961821631	0.1193119124
1323	0.9961873343	0.1192435289
1324	0.9961916365	0.119193317
1325	0.9961982359	0.1191260576
1326	0.9962046016	0.1190492792
1327	0.9962134004	0.1189670052
1328	0.9962227622	0.1188680943
1329	0.996226792	0.1188208565
1330	0.9962347536	0.118749683
1331	0.9962420694	0.1186807313
1332	0.9962567219	0.1185766655
1333	0.9962692993	0.1184772295
1334	0.9962767311	0.1183963602
1335	0.9962846504	0.1183397091
1336	0.9962934828	0.1181959344
1337	0.9962994889	0.1180893597
1338	0.9963061587	0.1179873807
1339	0.9963152974	0.1179028487
1340	0.9963218602	0.117811004
1341	0.996326739	0.1177470694
1342	0.9963353063	0.1176343681
1343	0.9963393971	0.1175656278
1344	0.9963479123	0.1174744768
1345	0.9963532873	0.1173705525
1346	0.9963603058	0.1172778684
1347	0.9963627376	0.1172322834
1348	0.9963686397	0.1171690002
1349	0.9963766551	0.1170711517
1350	0.9963807132	0.1170247078
1351	0.9963864804	0.1169609363
1352	0.9963900771	0.116893007
1353	0.9963983948	0.1167946147
1354	0.9964037726	0.1167196773
1355	0.9964112323	0.1166324877
1356	0.9964198199	0.1165540459
1357	0.9964282623	0.1164680111
1358	0.9964342762	0.1164297784
1359	0.9964397342	0.1163569541
1360	0.9964441494	0.1163066524
1361	0.996453694	0.1161824341
1362	0.9964587883	0.1161304623
1363	0.9964623562	0.1160655386
1364	0.9964681809	0.1159940082
1365	0.9964750371	0.1159074961
1366	0.9964846197	0.1157925057
1367	0.9964893611	0.1156681141
1368	0.9964978003	0.115602378
1369	0.9965029819	0.1155370695
1370	0.9965070229	0.115475889
1371	0.9965109076	0.1154161206
1372	0.9965137998	0.1153768421
1373	0.9965188852	0.1153340188
1374	0.9965283836	0.1152098967
1375	0.9965342961	0.1151470114
1376	0.9965422733	0.1150703768
1377	0.9965500027	0.1149767709
1378	0.9965558607	0.1148939801
1379	0.9965598276	0.1148370299
1380	0.9965673111	0.1148075056
1381	0.9965727571	0.1147475202
1382	0.9965825994	0.1146640957
1383	0.9965902243	0.1145816325
1384	0.9965945798	0.1145107287
1385	0.9966029393	0.1144226468
1386	0.9966106458	0.1143142665
1387	0.9966145112	0.1142846583
1388	0.9966211624	0.1141637379
1389	0.9966253067	0.1141184041
1390	0.9966327965	0.114080632
1391	0.9966345171	0.1140587003
1392	0.9966392858	0.1139960847
1393	0.9966463802	0.1138997815
1394	0.9966550984	0.1138214852
1395	0.9966563463	0.1137734633
1396	0.9966589775	0.1137303965
1397	0.9966644017	0.1136665339
1398	0.9966676669	0.113597284
1399	0.9966729204	0.113528944
1400	0.9966783185	0.1134215345
1401	0.9966832613	0.1133624086
1402	0.9966917321	0.113261702
1403	0.9966989697	0.1131913547
1404	0.9967066753	0.1131132864
1405	0.9967087827	0.1130690249
1406	0.9967137434	0.1130200499
1407	0.9967220022	0.1129535789
1408	0.996732715	0.112863218
1409	0.996737601	0.112798333
1410	0.9967436855	0.1127379849
1411	0.9967477831	0.1126830757
1412	0.9967531559	0.1126020683
1413	0.9967599423	0.1125480765
1414	0.9967705615	0.1124894257
1415	0.9967753255	0.1124441055
1416	0.9967806961	0.1123750442
1417	0.9967877374	0.1122564021
1418	0.9967934705	0.1121860319
1419	0.9967962533	0.112141351
1420	0.9968018766	0.1120391246
1421	0.9968066605	0.1119591406
1422	0.9968169392	0.1118626807
1423	0.9968245227	0.111751874
1424	0.9968280903	0.111696804
1425	0.9968308049	0.1116235362
1426	0.9968396271	0.1115400205
1427	0.9968438801	0.1114763752
1428	0.9968483358	0.1114085655
1429	0.9968545201	0.1113138438
1430	0.9968607987	0.1112435997
1431	0.9968638338	0.1111884238
1432	0.9968701797	0.1110662035
1433	0.9968744017	0.1110015614
1434	0.9968790395	0.1109210021
1435	0.9968861716	0.1108477512
1436	0.9968914243	0.1107715314
1437	0.9968958074	0.1107087494
1438	0.9969014877	0.1106429851
1439	0.9969082812	0.1105385278
1440	0.9969124948	0.1104743067
1441	0.9969162193	0.110412588
1442	0.9969226605	0.1103331175
1443	0.9969271603	0.1102385309
1444	0.9969307458	0.1101661679
1445	0.9969345418	0.1101184184
1446	0.9969397535	0.1099932009
1447	0.9969443689	0.1099254264
1448	0.9969499339	0.109845524
1449	0.9969564408	0.1097888146
1450	0.9969608286	0.1097132388
1451	0.9969635934	0.1096872562
1452	0.9969671393	0.1096129148
1453	0.9969716684	0.109547263
1454	0.9969738516	0.1095066052
1455	0.9969791204	0.1094239305
1456	0.9969858274	0.109316896
1457	0.9969882537	0.1092339975
1458	0.996991872	0.1091631838
1459	0.9969982881	0.1090841749
1460	0.9970041063	0.1090311297
1461	0.9970114528	0.1089340117
1462	0.9970163098	0.1088537641
1463	0.9970294935	0.1087407183
1464	0.9970344984	0.1087101949
1465	0.9970362183	0.1086433398
1466	0.9970411987	0.1085744119
1467	0.9970456587	0.1085107924
1468	0.9970510743	0.1084753417
1469	0.9970576685	0.1084143482
1470	0.9970611704	0.1083588016
1471	0.9970673284	0.1082649818
1472	0.9970736008	0.1082030295
1473	0.9970797096	0.1081173519
1474	0.9970832598	0.1080674152
1475	0.9970840817	0.108043568
1476	0.9970909922	0.1079358688
1477	0.9970957915	0.1079054338
1478	0.9970987807	0.1078628542
1479	0.9971050923	0.1077519139
1480	0.9971124091	0.1075897919
1481	0.9971176022	0.1075115083
1482	0.9971203514	0.1074667761
1483	0.9971265917	0.1074112915
1484	0.9971319258	0.1072916464
1485	0.9971385863	0.1072136019
1486	0.9971436836	0.107154279
1487	0.9971464177	0.1071126708
1488	0.9971492151	0.107053005
1489	0.9971512459	0.1069855566
1490	0.9971573297	0.106927168
1491	0.9971628397	0.1068256383
1492	0.9971659043	0.1067815056
1493	0.9971711051	0.1066807206
1494	0.9971748135	0.1066331573
1495	0.9971815565	0.1065635654
1496	0.9971858884	0.10653567
1497	0.9971906831	0.1064265891
1498	0.9971954057	0.1063867925
1499	0.9972025256	0.1063636033
1500	0.9972073428	0.1062867617
1501	0.9972106742	0.1062570064
1502	0.9972134508	0.1062147238
1503	0.9972167722	0.1061053048
1504	0.9972254176	0.1060168511
1505	0.9972289755	0.1059626533
1506	0.9972323514	0.105892734
1507	0.9972350422	0.1058162286
1508	0.9972408224	0.1057475954
1509	0.9972469966	0.1056931483
1510	0.9972498686	0.105651441
1511	0.997255051	0.1055697107
1512	0.9972607834	0.1054979731
1513	0.9972628311	0.1054309572
1514	0.9972668614	0.105345134
1515	0.9972692134	0.1052625135
1516	0.9972715689	0.1052076298
1517	0.9972761473	0.1051412211
1518	0.9972816746	0.1050385158
1519	0.9972860522	0.1049953274
1520	0.9972898983	0.1049324469
1521	0.9972935713	0.1048678523
1522	0.9973019588	0.1047318808
1523	0.9973070703	0.10465257
1524	0.9973141315	0.1045944193
1525	0.9973177825	0.1045546348
1526	0.9973228489	0.104512475
1527	0.9973280237	0.1044741436
1528	0.9973347549	0.1044127845
1529	0.9973390266	0.1043657574
1530	0.9973428204	0.104317555
1531	0.9973475632	0.1042628825
1532	0.9973488383	0.104198508
1533	0.9973550457	0.1041517644
1534	0.9973585768	0.1040887935
1535	0.9973618724	0.1040273569
1536	0.9973672101	0.1039499601
1537	0.9973730731	0.1038743076
1538	0.9973772245	0.1037847387
1539	0.9973797004	0.1037571216
1540	0.9973854815	0.1036307066
1541	0.9973902832	0.1035480093
1542	0.9973959888	0.1034964759
1543	0.9974039174	0.1034307174
1544	0.9974087121	0.1033894827
1545	0.9974181056	0.1033080544
1546	0.9974207566	0.1032610312
1547	0.9974270649	0.103193539
1548	0.9974295492	0.103136723
1549	0.9974355148	0.1030494515
1550	0.9974366721	0.1030278751
1551	0.9974406269	0.1029716059
1552	0.9974439388	0.10293145
1553	0.9974486322	0.1028664151
1554	0.9974520294	0.1028222208
1555	0.9974563688	0.1027095586
1556	0.997461109	0.1026458535
1557	0.9974657344	0.1025714716
1558	0.9974715911	0.1024676795
1559	0.9974762343	0.1024118037
1560	0.9974811907	0.1023469574
1561	0.9974841777	0.102248288
1562	0.9974875379	0.1021758546
1563	0.997491634	0.1021139085
1564	0.9974956337	0.1020449042
1565	0.9975015579	0.1019536317
1566	0.9975047886	0.1019123299
1567	0.997512932	0.1018600776
1568	0.9975183149	0.1017546387
1569	0.9975215731	0.101698177
1570	0.9975264838	0.101642203
1571	0.9975305863	0.1015346729
1572	0.9975352236	0.1014546489
1573	0.9975399871	0.1014003597
1574	0.9975429571	0.1013549241
1575	0.9975449944	0.1013065811
1576	0.9975514759	0.1012270633
1577	0.9975526459	0.101148236
1578	0.9975622477	0.1010882816
1579	0.9975626591	0.1010555558
1580	0.997567873	0.1009887538
1581	0.9975700003	0.1009453169
1582	0.9975761975	0.100879443
1583	0.9975807448	0.1008127273
1584	0.9975835877	0.100766669
1585	0.997586181	0.1007155548
1586	0.9975901035	0.1006222952
1587	0.9975940357	0.1005689761
1588	0.9975992099	0.1005146493
1589	0.9976031175	0.100461292
1590	0.9976042036	0.1004338268
1591	0.9976093219	0.1003551416
1592	0.9976137339	0.1002694612
1593	0.9976177599	0.1002281872
1594	0.9976186138	0.1002112945
1595	0.9976246333	0.1001107379
1596	0.9976277875	0.1000551258
1597	0.9976316287	0.1000045727
1598	0.9976339777	0.09995039016
1599	0.9976395489	0.0998852836
1600	0.9976449869	0.09980108537
1601	0.9976491454	0.09971084971
1602	0.9976529928	0.09964259077
1603	0.9976587559	0.09954414424
1604	0.9976621718	0.09946436152
1605	0.9976654617	0.09941547735
1606	0.997671168	0.09932261586
1607	0.9976731906	0.099253138
1608	0.9976770541	0.09918068516
1609	0.9976859378	0.09911824023
1610	0.9976929993	0.09905569273
1611	0.9976963246	0.09900656962
1612	0.9977011188	0.0989699997
1613	0.99770495	0.09892288659
1614	0.9977078034	0.09885398761
1615	0.9977117303	0.09878450948
1616	0.9977155965	0.09873221545
1617	0.9977169523	0.09868446948
1618	0.9977193851	0.09864849898
1619	0.9977227679	0.09857977445
1620	0.9977271038	0.09850388733
1621	0.9977322053	0.09844992104
1622	0.9977381508	0.09838919839
1623	0.9977430891	0.09832890132
1624	0.9977477591	0.09825305701
1625	0.9977541112	0.09820014336
1626	0.9977603537	0.0981247967
1627	0.9977668489	0.09810167882
1628	0.9977706758	0.09804061411
1629	0.9977750824	0.09794239167
1630	0.9977777992	0.09789459077
1631	0.997782718	0.09778716255
1632	0.9977857065	0.09771179037
1633	0.9977890915	0.09766507677
1634	0.9977936335	0.09759338808
1635	0.9977978433	0.09748120846
1636	0.997800922	0.09744426349
1637	0.9978056919	0.09734776543
1638	0.9978071664	0.09730387257
1639	0.997811183	0.0972315762
1640	0.9978167987	0.09714339237
1641	0.9978200564	0.09707642657
1642	0.997821253	0.09703929303
1643	0.9978226858	0.0970088783
1644	0.9978255181	0.09694286241
1645	0.9978282516	0.09688542421
1646	0.9978305446	0.09683531096
1647	0.9978348485	0.09673877856
1648	0.9978383721	0.09667915996
1649	0.9978424206	0.09662631425
1650	0.9978469559	0.09653300901
1651	0.9978523296	0.09641418142
1652	0.9978540973	0.09634729156
1653	0.9978576943	0.0962920066
1654	0.9978622234	0.09620731402
1655	0.9978650969	0.09616670556
1656	0.9978684505	0.09608430603
1657	0.9978707768	0.09603556084
1658	0.997873973	0.09595852355
1659	0.9978783852	0.09587582484
1660	0.9978809458	0.09582421604
1661	0.9978819882	0.09575211348
1662	0.9978873186	0.09569167555
1663	0.9978917202	0.0956444806
1664	0.9978952259	0.09557449988
1665	0.9978973012	0.09548535071
1666	0.9978993631	0.09542767689
1667	0.9979034631	0.09534894146
1668	0.9979067212	0.0952864166
1669	0.9979092261	0.09523844099
1670	0.9979161798	0.09515920841
1671	0.9979213326	0.09508666654
1672	0.9979250167	0.09503110371
1673	0.9979281906	0.09498429275
1674	0.9979306891	0.09495524791
1675	0.9979345903	0.0949148991
1676	0.9979361448	0.09488016902
1677	0.9979393203	0.09483079825
1678	0.9979411809	0.09479662642
1679	0.9979456116	0.09474021655
1680	0.9979472463	0.09467906205
1681	0.9979505723	0.09461028297
1682	0.9979552904	0.09452881625
1683	0.9979577712	0.09448149732
1684	0.9979606109	0.0944243383
1685	0.9979642435	0.09429881323
1686	0.9979667548	0.09425064179
1687	0.9979682538	0.09420283316
1688	0.9979740259	0.09415073259
1689	0.9979811322	0.09408895441
1690	0.9979815718	0.09405520409
1691	0.9979835515	0.09400175207
1692	0.9979870153	0.09393692437
1693	0.9979888769	0.09390945897
1694	0.9979925792	0.09382079416
1695	0.9979947275	0.09377657409
1696	0.9979993702	0.09374401571
1697	0.9980021477	0.09367539139
1698	0.9980035541	0.09364583553
1699	0.9980064034	0.09357289673
1700	0.9980096445	0.0935073444
1701	0.9980129413	0.09343457581
1702	0.9980164848	0.09334436096
